id,label
322,HALLUCINATION
320,HALLUCINATION
313,CONSISTENT
325,CONSISTENT
324,HALLUCINATION
327,CONSISTENT
317,HALLUCINATION
323,HALLUCINATION
326,HALLUCINATION
329,HALLUCINATION
330,HALLUCINATION
319,HALLUCINATION
328,HALLUCINATION
332,CONSISTENT
337,CONSISTENT
338,CONSISTENT
333,CONSISTENT
334,HALLUCINATION
336,HALLUCINATION
339,HALLUCINATION
341,PARTIAL
331,HALLUCINATION
343,HALLUCINATION
335,CONSISTENT
348,CONSISTENT
346,CONSISTENT
342,HALLUCINATION
347,HALLUCINATION
350,HALLUCINATION
340,HALLUCINATION
352,HALLUCINATION
353,CONSISTENT
351,HALLUCINATION
344,CONSISTENT
355,CONSISTENT
356,CONSISTENT
359,HALLUCINATION
360,HALLUCINATION
357,HALLUCINATION
361,HALLUCINATION
362,CONSISTENT
354,HALLUCINATION
365,HALLUCINATION
363,CONSISTENT
364,HALLUCINATION
345,PARTIAL
358,HALLUCINATION
367,CONSISTENT
368,CONSISTENT
370,HALLUCINATION
372,HALLUCINATION
349,HALLUCINATION
371,HALLUCINATION
374,CONSISTENT
376,HALLUCINATION
373,HALLUCINATION
377,CONSISTENT
375,HALLUCINATION
380,CONSISTENT
379,HALLUCINATION
382,HALLUCINATION
385,HALLUCINATION
384,HALLUCINATION
383,HALLUCINATION
387,HALLUCINATION
389,HALLUCINATION
366,PARTIAL
392,CONSISTENT
391,HALLUCINATION
393,HALLUCINATION
386,CONSISTENT
388,HALLUCINATION
378,HALLUCINATION
390,CONSISTENT
381,HALLUCINATION
395,HALLUCINATION
398,CONSISTENT
369,HALLUCINATION
394,HALLUCINATION
397,HALLUCINATION
401,HALLUCINATION
402,HALLUCINATION
399,HALLUCINATION
405,HALLUCINATION
396,HALLUCINATION
404,HALLUCINATION
400,HALLUCINATION
408,HALLUCINATION
407,CONSISTENT
410,HALLUCINATION
403,HALLUCINATION
411,HALLUCINATION
406,CONSISTENT
412,HALLUCINATION
413,HALLUCINATION
417,HALLUCINATION
415,HALLUCINATION
414,HALLUCINATION
419,HALLUCINATION
418,HALLUCINATION
416,HALLUCINATION
420,HALLUCINATION
422,HALLUCINATION
425,HALLUCINATION
424,HALLUCINATION
427,HALLUCINATION
426,HALLUCINATION
423,HALLUCINATION
429,CONSISTENT
428,HALLUCINATION
430,HALLUCINATION
432,CONSISTENT
433,HALLUCINATION
431,CONSISTENT
435,HALLUCINATION
437,HALLUCINATION
421,PARTIAL
439,CONSISTENT
440,CONSISTENT
409,HALLUCINATION
434,HALLUCINATION
445,CONSISTENT
442,HALLUCINATION
444,HALLUCINATION
447,HALLUCINATION
449,CONSISTENT
443,HALLUCINATION
448,HALLUCINATION
451,CONSISTENT
446,HALLUCINATION
436,HALLUCINATION
454,CONSISTENT
441,HALLUCINATION
455,HALLUCINATION
452,HALLUCINATION
453,HALLUCINATION
456,HALLUCINATION
461,HALLUCINATION
460,HALLUCINATION
462,HALLUCINATION
450,HALLUCINATION
458,HALLUCINATION
464,CONSISTENT
459,CONSISTENT
463,HALLUCINATION
457,HALLUCINATION
467,HALLUCINATION
465,HALLUCINATION
438,CONSISTENT
468,HALLUCINATION
466,HALLUCINATION
472,HALLUCINATION
471,HALLUCINATION
470,HALLUCINATION
474,CONSISTENT
469,HALLUCINATION
477,HALLUCINATION
475,HALLUCINATION
480,HALLUCINATION
473,HALLUCINATION
482,HALLUCINATION
481,HALLUCINATION
484,HALLUCINATION
488,CONSISTENT
478,CONSISTENT
485,HALLUCINATION
479,HALLUCINATION
476,HALLUCINATION
483,HALLUCINATION
490,CONSISTENT
491,HALLUCINATION
489,HALLUCINATION
487,CONSISTENT
492,HALLUCINATION
493,HALLUCINATION
486,CONSISTENT
496,HALLUCINATION
500,HALLUCINATION
499,HALLUCINATION
497,HALLUCINATION
498,HALLUCINATION
504,CONSISTENT
502,HALLUCINATION
501,HALLUCINATION
505,HALLUCINATION
506,HALLUCINATION
509,HALLUCINATION
495,HALLUCINATION
494,HALLUCINATION
508,HALLUCINATION
503,HALLUCINATION
510,HALLUCINATION
511,HALLUCINATION
513,HALLUCINATION
514,HALLUCINATION
516,HALLUCINATION
518,CONSISTENT
512,HALLUCINATION
515,HALLUCINATION
517,HALLUCINATION
523,CONSISTENT
522,HALLUCINATION
519,HALLUCINATION
525,HALLUCINATION
527,HALLUCINATION
507,HALLUCINATION
520,PARTIAL
531,HALLUCINATION
530,HALLUCINATION
529,HALLUCINATION
521,CONSISTENT
532,HALLUCINATION
528,HALLUCINATION
524,PARTIAL
535,CONSISTENT
537,HALLUCINATION
536,HALLUCINATION
539,CONSISTENT
541,CONSISTENT
542,CONSISTENT
534,HALLUCINATION
533,HALLUCINATION
538,HALLUCINATION
540,HALLUCINATION
545,HALLUCINATION
544,CONSISTENT
543,HALLUCINATION
546,HALLUCINATION
526,HALLUCINATION
548,CONSISTENT
552,CONSISTENT
547,HALLUCINATION
551,HALLUCINATION
554,HALLUCINATION
553,HALLUCINATION
557,CONSISTENT
556,HALLUCINATION
549,HALLUCINATION
558,HALLUCINATION
562,HALLUCINATION
555,CONSISTENT
563,CONSISTENT
561,HALLUCINATION
559,HALLUCINATION
564,HALLUCINATION
565,HALLUCINATION
567,HALLUCINATION
566,HALLUCINATION
568,HALLUCINATION
569,HALLUCINATION
575,CONSISTENT
570,HALLUCINATION
571,HALLUCINATION
572,HALLUCINATION
573,HALLUCINATION
574,HALLUCINATION
579,HALLUCINATION
560,CONSISTENT
580,HALLUCINATION
576,HALLUCINATION
582,HALLUCINATION
583,HALLUCINATION
577,CONSISTENT
584,HALLUCINATION
585,CONSISTENT
587,HALLUCINATION
550,CONSISTENT
588,CONSISTENT
578,CONSISTENT
591,HALLUCINATION
593,CONSISTENT
590,HALLUCINATION
586,HALLUCINATION
594,CONSISTENT
597,HALLUCINATION
598,CONSISTENT
581,HALLUCINATION
595,HALLUCINATION
600,CONSISTENT
592,HALLUCINATION
601,HALLUCINATION
602,HALLUCINATION
604,CONSISTENT
596,HALLUCINATION
599,HALLUCINATION
607,HALLUCINATION
606,HALLUCINATION
608,CONSISTENT
589,HALLUCINATION
605,HALLUCINATION
613,CONSISTENT
603,HALLUCINATION
611,PARTIAL
610,HALLUCINATION
614,HALLUCINATION
609,HALLUCINATION
616,CONSISTENT
612,HALLUCINATION
619,HALLUCINATION
620,CONSISTENT
617,HALLUCINATION
622,HALLUCINATION
623,HALLUCINATION
618,HALLUCINATION
621,HALLUCINATION
624,HALLUCINATION
628,CONSISTENT
627,HALLUCINATION
632,CONSISTENT
630,CONSISTENT
633,HALLUCINATION
615,CONSISTENT
629,HALLUCINATION
631,HALLUCINATION
626,HALLUCINATION
638,CONSISTENT
625,HALLUCINATION
634,HALLUCINATION
636,HALLUCINATION
635,HALLUCINATION
639,CONSISTENT
640,HALLUCINATION
642,HALLUCINATION
643,HALLUCINATION
646,CONSISTENT
641,HALLUCINATION
648,CONSISTENT
645,HALLUCINATION
650,CONSISTENT
647,HALLUCINATION
653,CONSISTENT
654,HALLUCINATION
644,HALLUCINATION
649,HALLUCINATION
652,HALLUCINATION
656,HALLUCINATION
657,HALLUCINATION
637,CONSISTENT
658,HALLUCINATION
659,CONSISTENT
660,HALLUCINATION
662,HALLUCINATION
664,HALLUCINATION
666,HALLUCINATION
668,HALLUCINATION
663,CONSISTENT
655,CONSISTENT
661,HALLUCINATION
667,HALLUCINATION
670,CONSISTENT
671,CONSISTENT
669,CONSISTENT
672,CONSISTENT
674,CONSISTENT
673,HALLUCINATION
676,HALLUCINATION
678,HALLUCINATION
677,HALLUCINATION
679,CONSISTENT
680,HALLUCINATION
675,PARTIAL
681,HALLUCINATION
665,HALLUCINATION
686,CONSISTENT
685,HALLUCINATION
687,HALLUCINATION
683,PARTIAL
682,HALLUCINATION
688,CONSISTENT
691,HALLUCINATION
694,HALLUCINATION
689,PARTIAL
693,CONSISTENT
692,HALLUCINATION
690,HALLUCINATION
695,CONSISTENT
698,HALLUCINATION
696,HALLUCINATION
699,HALLUCINATION
702,HALLUCINATION
684,HALLUCINATION
701,HALLUCINATION
651,HALLUCINATION
705,HALLUCINATION
703,HALLUCINATION
709,CONSISTENT
697,HALLUCINATION
706,HALLUCINATION
708,HALLUCINATION
710,CONSISTENT
711,HALLUCINATION
707,HALLUCINATION
700,CONSISTENT
714,HALLUCINATION
715,HALLUCINATION
704,PARTIAL
716,CONSISTENT
719,HALLUCINATION
717,HALLUCINATION
720,HALLUCINATION
718,CONSISTENT
722,HALLUCINATION
724,CONSISTENT
726,HALLUCINATION
727,HALLUCINATION
728,CONSISTENT
725,CONSISTENT
730,CONSISTENT
713,PARTIAL
732,HALLUCINATION
723,HALLUCINATION
735,CONSISTENT
721,HALLUCINATION
729,PARTIAL
733,HALLUCINATION
736,CONSISTENT
737,CONSISTENT
739,HALLUCINATION
741,CONSISTENT
742,HALLUCINATION
740,HALLUCINATION
712,PARTIAL
746,CONSISTENT
743,CONSISTENT
731,HALLUCINATION
738,HALLUCINATION
744,HALLUCINATION
747,HALLUCINATION
749,HALLUCINATION
753,CONSISTENT
750,CONSISTENT
748,HALLUCINATION
756,HALLUCINATION
755,HALLUCINATION
751,CONSISTENT
754,HALLUCINATION
757,HALLUCINATION
745,HALLUCINATION
734,CONSISTENT
752,PARTIAL
762,HALLUCINATION
758,HALLUCINATION
763,HALLUCINATION
759,CONSISTENT
761,PARTIAL
764,HALLUCINATION
765,HALLUCINATION
769,HALLUCINATION
766,HALLUCINATION
771,HALLUCINATION
772,CONSISTENT
767,CONSISTENT
773,CONSISTENT
768,CONSISTENT
774,HALLUCINATION
778,CONSISTENT
780,HALLUCINATION
776,HALLUCINATION
779,HALLUCINATION
777,HALLUCINATION
775,HALLUCINATION
760,CONSISTENT
785,HALLUCINATION
781,HALLUCINATION
783,HALLUCINATION
788,HALLUCINATION
786,CONSISTENT
789,HALLUCINATION
790,HALLUCINATION
770,PARTIAL
793,HALLUCINATION
794,HALLUCINATION
796,HALLUCINATION
792,HALLUCINATION
795,CONSISTENT
791,CONSISTENT
787,HALLUCINATION
797,HALLUCINATION
801,HALLUCINATION
800,HALLUCINATION
799,HALLUCINATION
802,HALLUCINATION
782,HALLUCINATION
805,HALLUCINATION
807,HALLUCINATION
806,HALLUCINATION
784,PARTIAL
809,CONSISTENT
812,CONSISTENT
808,HALLUCINATION
814,CONSISTENT
813,HALLUCINATION
811,HALLUCINATION
804,CONSISTENT
816,HALLUCINATION
810,HALLUCINATION
818,HALLUCINATION
819,CONSISTENT
798,CONSISTENT
817,HALLUCINATION
823,HALLUCINATION
815,HALLUCINATION
822,HALLUCINATION
824,CONSISTENT
820,HALLUCINATION
821,HALLUCINATION
828,CONSISTENT
826,HALLUCINATION
830,HALLUCINATION
833,HALLUCINATION
832,HALLUCINATION
834,CONSISTENT
803,CONSISTENT
829,HALLUCINATION
831,CONSISTENT
836,HALLUCINATION
839,HALLUCINATION
838,HALLUCINATION
837,PARTIAL
825,HALLUCINATION
842,HALLUCINATION
840,HALLUCINATION
841,HALLUCINATION
843,CONSISTENT
845,CONSISTENT
844,HALLUCINATION
827,HALLUCINATION
848,HALLUCINATION
847,HALLUCINATION
849,HALLUCINATION
846,HALLUCINATION
851,CONSISTENT
850,HALLUCINATION
835,HALLUCINATION
853,CONSISTENT
855,HALLUCINATION
852,CONSISTENT
857,CONSISTENT
859,CONSISTENT
858,HALLUCINATION
856,HALLUCINATION
854,HALLUCINATION
864,HALLUCINATION
865,HALLUCINATION
862,HALLUCINATION
861,HALLUCINATION
867,HALLUCINATION
870,HALLUCINATION
869,HALLUCINATION
866,PARTIAL
868,HALLUCINATION
860,HALLUCINATION
871,CONSISTENT
873,HALLUCINATION
875,HALLUCINATION
878,HALLUCINATION
872,HALLUCINATION
863,CONSISTENT
874,HALLUCINATION
881,HALLUCINATION
879,HALLUCINATION
883,CONSISTENT
882,HALLUCINATION
880,CONSISTENT
884,CONSISTENT
876,HALLUCINATION
877,PARTIAL
888,CONSISTENT
885,CONSISTENT
886,HALLUCINATION
890,HALLUCINATION
891,HALLUCINATION
893,HALLUCINATION
897,CONSISTENT
887,HALLUCINATION
889,CONSISTENT
892,HALLUCINATION
901,CONSISTENT
900,HALLUCINATION
896,PARTIAL
894,HALLUCINATION
902,CONSISTENT
899,HALLUCINATION
898,HALLUCINATION
895,HALLUCINATION
905,CONSISTENT
904,HALLUCINATION
907,HALLUCINATION
903,HALLUCINATION
912,CONSISTENT
910,HALLUCINATION
914,CONSISTENT
911,HALLUCINATION
913,HALLUCINATION
906,HALLUCINATION
918,HALLUCINATION
915,HALLUCINATION
917,HALLUCINATION
916,HALLUCINATION
908,HALLUCINATION
920,HALLUCINATION
919,HALLUCINATION
923,CONSISTENT
924,HALLUCINATION
927,CONSISTENT
928,HALLUCINATION
926,HALLUCINATION
931,HALLUCINATION
925,HALLUCINATION
932,HALLUCINATION
921,CONSISTENT
934,CONSISTENT
936,CONSISTENT
909,HALLUCINATION
929,CONSISTENT
922,CONSISTENT
940,HALLUCINATION
941,CONSISTENT
939,HALLUCINATION
944,HALLUCINATION
935,HALLUCINATION
942,HALLUCINATION
938,HALLUCINATION
937,HALLUCINATION
933,HALLUCINATION
947,HALLUCINATION
949,CONSISTENT
946,CONSISTENT
943,HALLUCINATION
948,HALLUCINATION
952,CONSISTENT
954,HALLUCINATION
950,HALLUCINATION
951,HALLUCINATION
953,HALLUCINATION
930,HALLUCINATION
957,HALLUCINATION
956,HALLUCINATION
955,HALLUCINATION
958,HALLUCINATION
962,HALLUCINATION
959,HALLUCINATION
945,HALLUCINATION
960,HALLUCINATION
961,HALLUCINATION
967,HALLUCINATION
966,HALLUCINATION
963,HALLUCINATION
970,HALLUCINATION
968,HALLUCINATION
964,HALLUCINATION
971,HALLUCINATION
974,HALLUCINATION
972,CONSISTENT
975,HALLUCINATION
965,PARTIAL
969,CONSISTENT
980,CONSISTENT
977,HALLUCINATION
981,HALLUCINATION
978,HALLUCINATION
984,HALLUCINATION
985,HALLUCINATION
983,HALLUCINATION
988,CONSISTENT
976,CONSISTENT
989,PARTIAL
990,HALLUCINATION
982,HALLUCINATION
987,HALLUCINATION
992,HALLUCINATION
994,CONSISTENT
973,HALLUCINATION
993,CONSISTENT
996,HALLUCINATION
998,HALLUCINATION
999,CONSISTENT
991,HALLUCINATION
979,PARTIAL
1001,CONSISTENT
1003,HALLUCINATION
986,HALLUCINATION
1004,HALLUCINATION
1002,HALLUCINATION
1000,HALLUCINATION
1006,HALLUCINATION
1005,HALLUCINATION
997,CONSISTENT
1008,HALLUCINATION
1009,CONSISTENT
1010,CONSISTENT
1012,CONSISTENT
1007,CONSISTENT
1013,HALLUCINATION
1016,CONSISTENT
1014,CONSISTENT
1011,CONSISTENT
1019,HALLUCINATION
1020,HALLUCINATION
1021,HALLUCINATION
1017,HALLUCINATION
995,HALLUCINATION
1022,CONSISTENT
1023,CONSISTENT
1024,HALLUCINATION
1025,HALLUCINATION
1026,CONSISTENT
1015,HALLUCINATION
1027,HALLUCINATION
1028,HALLUCINATION
1030,HALLUCINATION
1031,HALLUCINATION
1032,CONSISTENT
1033,CONSISTENT
1035,HALLUCINATION
1029,CONSISTENT
1039,HALLUCINATION
1034,HALLUCINATION
1040,HALLUCINATION
1037,HALLUCINATION
1038,HALLUCINATION
1043,CONSISTENT
1044,HALLUCINATION
1041,HALLUCINATION
1047,CONSISTENT
1045,HALLUCINATION
1051,CONSISTENT
1048,HALLUCINATION
1050,CONSISTENT
1042,HALLUCINATION
1046,CONSISTENT
1036,PARTIAL
1055,CONSISTENT
1052,HALLUCINATION
1054,HALLUCINATION
1053,HALLUCINATION
1058,HALLUCINATION
1057,HALLUCINATION
1061,CONSISTENT
1060,HALLUCINATION
1056,HALLUCINATION
1062,HALLUCINATION
1064,HALLUCINATION
1049,CONSISTENT
1065,HALLUCINATION
1063,CONSISTENT
1067,HALLUCINATION
1066,HALLUCINATION
1068,HALLUCINATION
1070,HALLUCINATION
1018,HALLUCINATION
1059,HALLUCINATION
1072,HALLUCINATION
1074,HALLUCINATION
1075,HALLUCINATION
1073,HALLUCINATION
1078,HALLUCINATION
1076,HALLUCINATION
1069,HALLUCINATION
1081,CONSISTENT
1080,HALLUCINATION
1079,HALLUCINATION
1084,HALLUCINATION
1071,CONSISTENT
1082,HALLUCINATION
1087,HALLUCINATION
1089,CONSISTENT
1085,HALLUCINATION
1088,HALLUCINATION
1091,HALLUCINATION
1093,HALLUCINATION
1092,HALLUCINATION
1086,CONSISTENT
1090,HALLUCINATION
1097,HALLUCINATION
1096,HALLUCINATION
1094,HALLUCINATION
1077,HALLUCINATION
1102,HALLUCINATION
1095,HALLUCINATION
1101,HALLUCINATION
1083,HALLUCINATION
1105,CONSISTENT
1099,HALLUCINATION
1103,HALLUCINATION
1104,HALLUCINATION
1107,HALLUCINATION
1110,HALLUCINATION
1111,HALLUCINATION
1109,HALLUCINATION
1113,CONSISTENT
1112,HALLUCINATION
1108,HALLUCINATION
1114,HALLUCINATION
1115,HALLUCINATION
1098,HALLUCINATION
1106,PARTIAL
1121,CONSISTENT
1122,HALLUCINATION
1120,HALLUCINATION
1124,CONSISTENT
1117,HALLUCINATION
1123,HALLUCINATION
1125,HALLUCINATION
1116,CONSISTENT
1118,HALLUCINATION
1126,HALLUCINATION
1128,CONSISTENT
1119,CONSISTENT
1127,HALLUCINATION
1100,CONSISTENT
1129,CONSISTENT
1132,CONSISTENT
1131,HALLUCINATION
1133,HALLUCINATION
1135,HALLUCINATION
1139,CONSISTENT
1138,HALLUCINATION
1136,HALLUCINATION
1137,HALLUCINATION
1130,PARTIAL
1142,HALLUCINATION
1140,HALLUCINATION
1143,HALLUCINATION
1144,HALLUCINATION
1146,CONSISTENT
1148,HALLUCINATION
1141,HALLUCINATION
1149,HALLUCINATION
1147,CONSISTENT
1152,HALLUCINATION
1151,HALLUCINATION
1155,HALLUCINATION
1156,HALLUCINATION
1153,HALLUCINATION
1145,HALLUCINATION
1159,HALLUCINATION
1134,HALLUCINATION
1160,HALLUCINATION
1161,HALLUCINATION
1162,HALLUCINATION
1154,HALLUCINATION
1164,HALLUCINATION
1166,CONSISTENT
1165,HALLUCINATION
1167,HALLUCINATION
1169,HALLUCINATION
1168,HALLUCINATION
1170,HALLUCINATION
1172,HALLUCINATION
1171,HALLUCINATION
1163,PARTIAL
1175,HALLUCINATION
1173,HALLUCINATION
1174,HALLUCINATION
1177,HALLUCINATION
1178,HALLUCINATION
1158,CONSISTENT
1180,CONSISTENT
1183,CONSISTENT
1181,HALLUCINATION
1182,CONSISTENT
1176,HALLUCINATION
1185,HALLUCINATION
1184,HALLUCINATION
1188,HALLUCINATION
1187,HALLUCINATION
1186,HALLUCINATION
1179,CONSISTENT
1191,CONSISTENT
1192,HALLUCINATION
1194,HALLUCINATION
1193,HALLUCINATION
1195,CONSISTENT
1190,HALLUCINATION
1196,CONSISTENT
1197,CONSISTENT
1189,CONSISTENT
1200,HALLUCINATION
1150,PARTIAL
1199,HALLUCINATION
1203,CONSISTENT
1202,HALLUCINATION
1198,HALLUCINATION
1201,HALLUCINATION
1205,HALLUCINATION
1204,HALLUCINATION
1207,HALLUCINATION
1206,CONSISTENT
1210,HALLUCINATION
1211,HALLUCINATION
1209,HALLUCINATION
1215,HALLUCINATION
1216,HALLUCINATION
1208,HALLUCINATION
1212,HALLUCINATION
1218,HALLUCINATION
1220,HALLUCINATION
1221,HALLUCINATION
1214,HALLUCINATION
1222,HALLUCINATION
1219,HALLUCINATION
1224,HALLUCINATION
1223,CONSISTENT
1225,HALLUCINATION
1213,CONSISTENT
1227,HALLUCINATION
1232,CONSISTENT
1229,HALLUCINATION
1228,HALLUCINATION
1231,HALLUCINATION
1234,CONSISTENT
1233,CONSISTENT
1235,HALLUCINATION
1238,CONSISTENT
1237,HALLUCINATION
1226,PARTIAL
1239,HALLUCINATION
1217,HALLUCINATION
1242,HALLUCINATION
1230,PARTIAL
1240,HALLUCINATION
1241,CONSISTENT
1243,HALLUCINATION
1246,HALLUCINATION
1244,HALLUCINATION
1236,CONSISTENT
1249,HALLUCINATION
1250,HALLUCINATION
1252,HALLUCINATION
1245,HALLUCINATION
1247,HALLUCINATION
1248,HALLUCINATION
1251,HALLUCINATION
1253,CONSISTENT
1256,HALLUCINATION
1257,CONSISTENT
1255,HALLUCINATION
1260,CONSISTENT
1254,CONSISTENT
1261,HALLUCINATION
1262,HALLUCINATION
1264,HALLUCINATION
1265,HALLUCINATION
1263,CONSISTENT
1258,HALLUCINATION
1266,CONSISTENT
1267,HALLUCINATION
1271,CONSISTENT
1268,CONSISTENT
1259,HALLUCINATION
1273,HALLUCINATION
1269,HALLUCINATION
1274,CONSISTENT
1276,CONSISTENT
1270,HALLUCINATION
1272,HALLUCINATION
1278,CONSISTENT
1275,HALLUCINATION
1280,CONSISTENT
1279,HALLUCINATION
1282,CONSISTENT
1277,HALLUCINATION
1283,HALLUCINATION
1281,HALLUCINATION
1285,HALLUCINATION
1289,HALLUCINATION
1287,HALLUCINATION
